Tweet,Tweet_Clear,Tür,Yoğunluk,label,score
"epilog dubleks dairememişler afişememişler façetasıza cahilaneye kahve cezvesimemişler kirmemişler duvar pasıya Avcılar,Beylikdüzü,Esenyurt,Bahçeşehir,Büyükçekmece #beylikdüzü #avcılar https://t.co/iFEMi1mvJS",epilog dubleks dirememişler afişlememişler façetasıza cahilaneye kahve cezvesimemişler kirmenmişler duvar pasına avcılar beylikdüzü esenyurt bahçeşehir büyükçekmece,Nötr,0 - 25%,Negatif,0.9992068409919739
Bir ufak kahve meselesi,bir ufak kahve meselesi,Negatif,%25 - %50,Negatif,0.9094643592834473
Tiktokta yarin canli yayin acip kahve fali bakicam . Niyet ettigim bi grup var izlemeye gelirler,tıktıkta yarın canlı yayın açıp kahve falı bakacağım niyet ettiğim bir grup var izlemeye gelirler,Nötr,%50 - %75,Negatif,0.9753613471984863
"@perialoji Düşünsenize kahve içiyorsunuz bir yandan götünüze deniz vuruyor, ayağa bir kalkıyorsunuz donunuz şıp şıp şıp damlıyor",düşünsenize kahve içiyorsunuz bir yandan götünüze deniz vuruyor ayağa bir kalkıyorsunuz dönün şıp şıp şıp damlıyor,Nötr,0 - 25%,Pozitif,0.976348340511322
"jile kırımtan banyo sabunuabilirsin kahve takımıta fiskos sehpasıta desturmamuşlar başaktrismemişler dereotuya Bakırköy-Ataköy-Şirinevler-Halkalı,Florya,Güneşli #bakırköy #istanbul ''İstanbul'' https://t.co/AYDTh0rMPk",jile kırımdan banyo sabunuabilirsin kahve takimita fiskos sehpasıza desturmamuslar başaktrismemişler dereotuya bakırköy ataköy şirinevler halkalı florya güneşli istanbul,Nötr,0 - 25%,Negatif,0.9719282984733582
kahve icmezsem kendime gelemiyorum aga,kahve içmezsem kendime gelemiyorum ağa,Nötr,0 - 25%,Negatif,0.7656267881393433
"acemi er epeyiceye kefenciye kahve falııyor dervişçememişler gelinfeneriten gevezelikebilirsin bölmeebilirsin Bakırköy-Ataköy-Şirinevler-Halkalı,Florya,Güneşli #bakırköy #istanbul ''İstanbul'' https://t.co/xWlFAKgh0d",acemi er epeyiceye kefenciye kahve faliiyor dervişçememişler gelinfeneriten gevezelikebilirsin bölmeyebilirsin bakırköy ataköy şirinevler halkalı florya güneşli istanbul,Nötr,0 - 25%,Negatif,0.9576697945594788
Suan bu saate kadar oturup bir suredir boş yapıyor oluşum aklıma üniversitedeysen sınav çalışmak için kahve+kola karışımı içip sabaha kadar batak oynadığım günleri getirdi.,şu an bu saate kadar oturup bir süredir boş yapıyor oluşum aklıma üniversitedeysen sınav çalışmak için kahve kola karışımı içip sabaha kadar batak oynadığım günleri getirdi,Nötr,%50 - %75,Negatif,0.993006706237793
"2. Gel dese gitsem, birer kahve alıp yürüsek sahil boyunca, o sussa ben dinlesem.       #kahve #sahil  #Aşk",gel dese gitsem birer kahve alıp yürüsek sahil boyunca o sussa ben dinlesem,Nötr,0 - 25%,Negatif,0.9598862528800964
"@officialtomyris Annem uyusun, gizlice kahve iccem",annem uyusun gizlice kahve içeceğim,Negatif,%50 - %75,Negatif,0.8679856061935425
Gerçi yıkıntıda kahve ve gazoz da aynı etkiyi yapıyor:),gerçi yıkıntıda kahve ve gazoz da aynı etkiyi yapıyor,Negatif,0 - 25%,Negatif,0.8330891728401184
@thinkabthyuninn bende ilk korkmustum ams cidden belli bi sure sıkılmıyorsun kizildan bi tutkuya donusuyo koy kırmızı istiyorsan da ilk iki uc boyamada acik kirmzii sonrasinda kizil kahve boya o kadar guzel bi kizil oluyo kiii dream hair gercekten,bende ilk korkmuştum ams cidden belli bir süre sıkılmıyorsun kızıldan bir tutkuya dönüşüyor köy kırmızı istiyorsan da ilk iki üç boyamada açık kırmzii sonrasında kızıl kahve boya o kadar güzel bir kızıl oluyor kimi dream hair gerçekten,Nötr,%50 - %75,Negatif,0.5327590107917786
Biraz Balkan köylerine uzandık evet belki üşüdüm biraz dondum ama kuzinede kaz güzeldi üstüne odun ateşinde kahve çay yerinde idi irmik helvası da müthişti eeee yeni eve girdiysem ne oldu bu arada telefonumun çekmemesine çok sevindim oh be dünya varmış dedim…,biraz balkan köylerine uzanıldık evet belki üşüdüm biraz döndüm ama kuzinede kaz güzeldi üstüne odun ateşinde kahve çay yerinde idi irmik helvası da müthişti eeee yeni eve girdiysem ne oldu bu arada telefonumun çekmemesine çok sevindim oh be dünya varmış dedim,Pozitif,%75 - %100,Pozitif,0.9446680545806885
https://t.co/5cjj53n7ar Laf Kahve Ona atlarını #Çerkezköy gibi.,laf kahve ona atlarını gibi,Nötr,0 - 25%,Negatif,0.615312933921814
"@girloffreedoom İnsan olan, merhametlli
herkesi üzdü... kahve bir pusuda katledilen birine vicdan sahibi kim olsa üzülür",insan olan merhametli herkesi üzdü kahve bir pusuda katledilen birine vicdan sahibi kim olsa üzülür,Nötr,0 - 25%,Negatif,0.9640205502510071
@leyan_kahve Ağzınıza sağlık çok güzel anlatmışsınız... Eski halimizden eser kalmadı...,ağzınıza sağlık çok güzel anlatmışsınız eski halimizden eser kalmadı,Nötr,0 - 25%,Pozitif,0.9537776708602905
"Bir uykusuz gece, bir dusunceli kafa, birkac sigara ve kahve sonrasi ortaya cikan bu oldu https://t.co/eV9n1EabuY",bir uykusuz gece bir düşünceli kafa birkaç sigara ve kahve sonrası ortaya çıkan bu oldu,Pozitif,%50 - %75,Negatif,0.9932898879051208
Kahve filan işde https://t.co/dMKpzzMSnK,kahve filan işte,Nötr,0 - 25%,Pozitif,0.6713460087776184
ben burdaki kahve sacli kizdim ve anam terzi oldugu icin kendimi ona benzetiyodum suan sari sacli prenses gibi bilimle ugrasip(ayt sayısal💁🏽‍♀️) hayalimi yapmak istiyorım https://t.co/MyusU99fwV,ben buradaki kahve saçlı kızdım ve anam terzi olduğu için kendimi ona benzetiyordum şu an sarı saçlı prenses gibi bilimle uğraşıp ayt sayısal hayalimi yapmak istiyorum,Nötr,0 - 25%,Negatif,0.97982257604599
774201566 KÖLECİYMİŞTİM BU Aksaray  beşiktaş edirnekapı fulya KAHVE FALININ KAYA GÜVERCİNİNİN florya istanbul fatih bakırköy https://t.co/rAIoUtdHZS,koleciymiştim bu aksaray beşiktaş edirnekapı fulya kahve falının kaya güvercininin florya istanbul fatih bakırköy,Nötr,0 - 25%,Negatif,0.9819427132606506
3-4 saat önce uyumadan kahve içtiğim için şöyle kendime bi küfür yedirdim https://t.co/qYV44JfIrD,saat önce uyumadan kahve içtiğim için şöyle kendime bir küfür yedirdim,Nötr,0 - 25%,Negatif,0.9897205233573914
Of kahve mi icsem yesil cay mı hayat cok zor,of kahve mi içsem yeşil çay mı hayat çok zor,Negatif,%25 - %50,Negatif,0.9954195022583008
Ağlarken bile filtre kahve içmek isterim ben bilginiz olsun,ağlarken bile filtre kahve içmek isterim ben bilginiz olsun,Negatif,%50 - %75,Pozitif,0.8074679970741272
bu saatte alarm çaldı... tek öğünle bir buçuk günü devirdim... kahve baya içtim... sigarada baya içtim... hiç bir şey değişmedi... cigerimi üşüttüm... kütüphane iyidi... öyle işte... hiç bir şeyin değişmemesi beni üzüyor.,bu saatte alarm çaldı tek öğünle bir buçuk günü devirdim kahve baya içtim sigarada baya içtim hiç bir şey değişmedi ciğerimi üşüttüm kütüphane iyidir öyle işte hiç bir şeyin değişmemesi beni üzüyor,Pozitif,%25 - %50,Negatif,0.9988701939582825
"facialaştırma Fındıkzade,Bayrampaşa,Güngören,Merter,Kağıthane,Esenler kahve takımıabilirsin kabuklu bidebilirsin genel görünümlüte dozajta eğleşmekebilirsin bitümlemeebilirsin kurutmalıacaklar #beşiktaş #mecidiyeköy https://t.co/rvW2T9v4e4",facialaştırma fındıkzade bayrampaşa güngören merter kağıthane esenler kahve takımıabilirsin kabuklu gidebilirsin genel görünümlükte dozajda eğleşmeyebilirsin bitümlemeyebilirsin kurutmaliacaklar,Nötr,0 - 25%,Negatif,0.9982215762138367
kahve yapim bari kendime,kahve yapım bari kendime,Nötr,0 - 25%,Negatif,0.6590723991394043
https://t.co/5br2Qwtw9t Var. asacağım. Ceketimi kahve kapının #Çerkezköy içer.,var asacağım ceketimi kahve kapının içer,Nötr,0 - 25%,Pozitif,0.9081057906150818
Bu saatte bir anda uyandımm veee kendimi kahve içerken buldum.,bu saatte bir anda uyandım veee kendimi kahve içerken buldum,Nötr,0 - 25%,Pozitif,0.577160656452179
"fümerol baca tomruğumamuşlar kahve parasımamışlar kuşkonmaza girişliğe kambiyomamuşlar beyaz işmemişler başbayiliğe Bakırköy-Ataköy-Şirinevler-Halkalı,Florya,Güneşli #bakırköy #istanbul ''İstanbul'' https://t.co/zy1YsVq26i",fümerol baca tomruğumamuslar kahve paraşımamışlar kuşkonmaza girişliğe kambiyommuşlar beyaz istemişler başbayiliğe bakırköy ataköy şirinevler halkalı florya güneşli istanbul,Negatif,0 - 25%,Negatif,0.9725328087806702
gerçek kahve içiciler saat kaç olursa olsun kahve içer ve isterse 10 dakika sonra uyuyabilir,gerçek kahve içiciler saat kaç olursa olsun kahve içer ve isterse dakika sonra uyuyabilir,Pozitif,%25 - %50,Negatif,0.9140259027481079
"Beni uyutmayan bütün düşüncelerimin amk 
Bide komşuların kahve fincanının kulpunu.....",beni uyutmayan bütün düşüncelerimin amk bide komşuların kahve fincanının kulpunu,Nötr,0 - 25%,Negatif,0.9932976365089417
Sırtımda 15kg un çuvalı taşırdım sonra gidip şeyyyy kahve yapmama yardım eder misinnn derdim,sırtımda kg un çuvalı taşırdım sonra gidip şeyyyy kahve yapmama yardım eder misinan derdim,Nötr,0 - 25%,Negatif,0.9960271120071411
Gözüme gram uyku girmemesinin sebebi lanet kahve bağımlılığım,gözüme gram uyku girmemesinin sebebi lanet kahve bağımlılığım,Nötr,0 - 25%,Negatif,0.9974170923233032
Gecenin son kahve ve sigarası,gecenin son kahve ve sigarası,Nötr,0 - 25%,Pozitif,0.9583433270454407
Ben bu özelliği kaybetmek için o kadar detox yapmaya çalıştım ama gelen kahve teklifleri ve finaller beni bozdu https://t.co/xxwoLoZ7C9,ben bu özelliği kaybetmek için o kadar Etox yapmaya çalıştım ama gelen kahve teklifleri ve finaller beni bozdu,Pozitif,0 - 25%,Negatif,0.9983807802200317
hiç uykum yok bi kahve mi yapsam ayol,hiç uykum yok bir kahve mi yapsam ayol,Nötr,0 - 25%,Negatif,0.9870806336402893
Günde 4 5 kahve içmeyi acilen bırakmam lazım,günde kahve içmeyi acilen bırakmam lazım,Nötr,0 - 25%,Negatif,0.9964315891265869
Neden uyuyamadığımı buldum kahve içmeyi unutmuşum kahveden özür dilerim,neden uyuyamadığımı buldum kahve içmeyi unutmuşum kahveden özür dilerim,Nötr,0 - 25%,Negatif,0.9970008730888367
Tam bunun akabinde yatan hasta ne hikmetse üç otuzda sigara içmeye çıkmış bi ateş basmış içi bi hoş olmuş hadi bakalım tansiyonumu ölç diyor. Tabii ölçerim gel sigaranın yanına kahve iyi gider kahve yapayım..,tam bunun akabinde yatan hasta ne hikmetse üç otuzda sigara içmeye çıkmış bir ateş basmış içi bir hoş olmuş hadi bakalım tansiyonumu ölçsene diyor tabii ölçerim gel sigaranın yanına kahve iyi gider kahve yapayım,Pozitif,%50 - %75,Negatif,0.9644279479980469
"Çok fena sallandık allah beterinden korusun yazdım attım
 deprem heştegledim 

Tamam geçip huzurlu bir şekilde yatabilirsiniz 
Diye bitir tweeti kardeşim  

Dünyanın çoğunluğu deli olmasa güzel yer aslında 🤓
03:33 3. Kahve",çok fena sallandık allah beterinden korusun yazdım attım deprem hesteğledim tamam geçip huzurlu bir şekilde yatabilirsiniz diye bitir tweeti kardeşim dünyanın çoğunluğu deli olmasa güzel yer aslında kahve,Nötr,%50 - %75,Pozitif,0.5849024653434753
Bakalım bi kahve bana iyi gelecek mi,bakalım bir kahve bana iyi gelecek mi,Pozitif,%50 - %75,Negatif,0.8893702030181885
Bir kahve iyi gelir belki 🥺,bir kahve iyi gelir belki,Pozitif,%50 - %75,Negatif,0.8860346078872681
"Sevgiyi kahve fincanında aramayın! 

✍️ @FeyzaBayraktar_ yazdı

https://t.co/ftS9kaDkBg https://t.co/MIecaCunBP",sevgiyi kahve fincanında aramayın yazdı,Pozitif,%50 - %75,Pozitif,0.9759438037872314
Hallederiz ya dedikten sonra balkonda titreye titreye içilen o kahve,hallederiz ya dedikten sonra balkonda titreye titreye içilen o kahve,Nötr,0 - 25%,Negatif,0.8784525990486145
@eskigmeshur tuzlu kahve içiricem ne zaman gelirsin bize,tuzlu kahve içireceğim ne zaman gelirsin bize,Nötr,0 - 25%,Negatif,0.7150046825408936
Düzgün düzenli takılacağım ara ara dışarıda kahve alkol içebiliceğim  pasif Yok mu kimse  #bursagay #gaybursa #gay #bursapasif,düzgün düzenli takılacağım ara ara dışarıda kahve alkol içebileceğim pasif yok mu kimse,Pozitif,%25 - %50,Pozitif,0.6295621395111084
"Bı kahve istiyorum, onsuz olsun.",bir kahve istiyorum onsuz olsun,Nötr,0 - 25%,Pozitif,0.8475415706634521
ev arkadaşım olursanız kahve sigara kahvaltı menüsüyle ayda 6 kilo verebilirsiniz https://t.co/WgDFV7MVAu,ev arkadaşım olursanız kahve sigara kahvaltı menüsüyle ayda kilo verebilirsiniz,Nötr,0 - 25%,Negatif,0.9211904406547546
"Zaman kenarda beklesin, ben bi kahve içeyim.",zaman kenarda beklesin ben bir kahve içeyim,Nötr,0 - 25%,Negatif,0.9593801498413086
"Etkileşim twiti hesabı sıkıntılı
Destek olursanız seviniriz
Bayrak cay kahve ne bulursanız😊",etkileşim Twin'i hesabı sıkıntılı destek olursanız seviniriz bayrak çay kahve ne bulursanız,Nötr,%75 - %100,Negatif,0.9925251007080078
https://t.co/6C0EZZM3pI Kendin kahve  emin kötü Sami #Çerkezköy,kendin kahve emin kötü sami,Nötr,%75 - %100,Negatif,0.9974703788757324
Bu saatte kahve içmeye kalkıp her şeyi sorgulamamın ne faydası var Allah aşkına,bu saatte kahve içmeye kalkıp her şeyi sorgulamamın ne faydası var allah aşkına,Nötr,0 - 25%,Negatif,0.9967225193977356
"@lutfensakinles kahveyi çok tüketmem , gerçek bir kahve içicisi asla değilim ama  kahveden 10 dakika sonra uyuyorum , bu bilgi bende zorladı",kahveyi çok tüketmem gerçek bir kahve içicisi asla değilim ama kahveden dakika sonra uyuyorum bu bilgi bende zorladı,Negatif,%25 - %50,Negatif,0.7943140864372253
Günler kahve-cay-sigara kombiniyle geçiyor. Her odada klima çalışıyor ama odalarda yapılan tek şey dedikodu. O onu sikmis o bunu falan filan. Delirmelik...  Kendine saygısı olan bı adam asla memur olmaz ya.,günler kahve çay sigara kombisiyle geçiyor her odada klima çalışıyor ama odalarda yapılan tek şey dedikodu o onu sıkmış o bunu falan filan delirmelik kendine saygısı olan bir adam asla memur olmaz ya,Negatif,%75 - %100,Negatif,0.9967663288116455
Kahve değil kahpe dünyası https://t.co/P2nNpYxo9Q,kahve değil kahpe dünyası,Nötr,0 - 25%,Negatif,0.9906250238418579
"efelek dinleyişecektim kayırılmaacaklar fırt fırtmamışlar grostonmamuşlar finceye kaymaya kahve makinesiiyor Şişli,Taksim-BeyoğluMecidiyeköy,Etiler,Ortaköy #taksim #şişli https://t.co/wM8c1KG1lf",efelek dinleyişecektim kayırılmaacaklar fırtsana fırtmamışlar grostonmamuslar finceye kaymaya kahve makinesiiyor şişli taksim beyoğlumecidiyeköy etiler ortaköy,Nötr,0 - 25%,Negatif,0.9796243906021118
gerçek kahve içiciler saat kaç olursa olsun kahve içer ve isterse 10 dakika sonra uyuyabilir nerden biliyorsun diye sormayın..,gerçek kahve içiciler saat kaç olursa olsun kahve içer ve isterse dakika sonra uyuyabilir nerden biliyorsun diye sormayın,Pozitif,%25 - %50,Negatif,0.8971157073974609
İki saattir avizeyi izliyodum basım mi dönüyor vertigo mu fazla mı kahve içtim yine panik atak mı gecirdim diye,iki saattir avizeyi izliyordum başım mı dönüyor vertigo mu fazla mı kahve içtim yine panik atak mı geçirdim diye,Nötr,0 - 25%,Negatif,0.9924288392066956
"annemle ilgili travmatik rüyalar görüyorum. anneme bileniyorum. sonra gelip, kızım bı kahve demle diyor, cümlenin naifliginden yumuşayıveriyorum.",annemle ilgili travmatik rüyalar görüyorum anneme bileniyorum sonra gelip kızım bir kahve demlesene diyor cümlenin naifliğinden yumuşayıveriyorum,Nötr,0 - 25%,Negatif,0.9538213610649109
